hpi_0,hpi_0_5,hpi_2,hpi_6,hpi_18,log2_fold_change_6hpi,log10_abundance_6hpi,hsf1_target
C4orf21,90.1695202371692,81.3287370617598,119.240344015354,218.85190755838,359.072933254064,1.27924320822492,2.14760504765338,unknown
CCNG2,18.5457899784796,11.9329002405815,8.04040443632226,44.2326098972925,187.444779950173,1.25401864706398,1.45699395125756,unknown
ANXA3,379.397806954283,478.731369271888,708.16395862063,896.919129741006,489.094355665768,1.24126657162539,2.76592405153023,unknown
MAPK8IP3,63.3789894805524,60.3602478820799,63.3298597291591,189.370724660243,463.090068546257,1.57913675528408,2.0396290757831,unknown
SLCO1C1,7.61072908033152,6.94029022971442,4.93413639868277,26.0903613420454,21.0204552697655,1.77741035466607,1.14895317828387,unknown
CLSTN3,106.025137944098,107.289718377772,148.438036600479,258.538115613563,494.295213204706,1.28597062910728,2.21896671262341,unknown
VAMP1,15.2652935711837,8.43808572875656,35.3745990219944,32.8937022186176,21.0204552697655,1.1075560593728,1.35040895863047,unknown
RBP5,8.70425079324966,9.43660873823229,14.8740142356305,21.5548039006238,47.0228160862987,1.30821740706756,1.13663773593365,unknown
DUSP6,88.5292838453058,123.764955029991,186.954140006004,195.04018288984,67.8257526020168,1.139544727874,2.11860552326849,unknown
NUPL1,452.114933709868,485.720862455182,668.405403203628,942.274796990529,1253.62056611101,1.05945828469557,2.81471321378166,unknown
RBM26,1007.06142267547,947.027410246484,1231.85867964483,2343.76491623796,2600.64307889282,1.21867619329227,3.18648500443538,unknown
ZIC5,110.399101257856,121.76795668922,159.620131287219,236.994174062863,359.072933254064,1.10212316693412,2.20885160396451,unknown
HERC2P2,42.60265038308,38.3932479449145,36.6170558971075,94.1238297100319,145.838025960667,1.14361683638036,1.80156810378732,unknown
NEIL1,32.761219065524,24.9134797981996,42.2081103866329,91.8560466579542,145.838025960667,1.48738565196813,1.73923390194063,unknown
MAN2C1,180.382508620342,177.184658075997,219.879195305891,441.094674623157,894.761303365802,1.29002889301003,2.45036311849796,unknown
DNAJA4,5.42365491344676,8.9373478248638,7.41915844656427,23.8225821905333,21.0204552697655,2.13499250577472,1.0556404416084,unknown
PIF1,39.8689202279352,25.4127310440402,39.7231975413833,99.7932874022358,239.453280820219,1.32367824263258,1.79986790162145,unknown
TICRR,264.581289922024,186.171149858032,271.441073510781,612.312317969419,671.124385282943,1.21055666238672,2.60476606286959,unknown
RNF165,11.4380313133784,12.9314124610724,16.1164794150601,55.5715212703162,119.833846650613,2.2805069743438,1.40160178345974,unknown
PRDM15,241.617986212926,197.653889273326,207.45464620107,566.956650812849,702.329535510858,1.23051057783705,2.5683395572947,unknown
ATHL1,21.8262792955795,18.4232054519055,14.8740142356305,55.5715212703162,73.0265305585394,1.34827951812361,1.54191599701165,unknown
MAP3K6,67.7529542588839,65.3527458711442,71.4058201019897,149.684517443355,177.043086197059,1.14356924519008,2.00305255913403,unknown
CRABP2,35.4949508456794,29.4067389517059,45.9354790272126,74.8476743685686,62.624987895832,1.07634367430225,1.71217244489251,unknown
ECM1,7.61072908033152,4.44391132020324,11.1466058826923,21.5548039006238,10.6218116876805,1.50190286692266,1.10748516936348,unknown
CTSK,4.87687618791312,9.93586862575569,6.17665692105884,23.8225821905333,41.8221574982693,2.28830054766342,1.0325652820159,unknown
ANP32E,850.692264583442,773.288580889256,1076.55182300966,1790.42577516183,2507.02761353927,1.07359347004599,3.09136440256289,unknown
PPFIA4,6.51719851972663,8.43808572875656,6.79790951959197,31.759811803388,431.884925450657,2.2848785171176,1.15796943524781,unknown
HNRPLL,138.829861481512,128.258201261819,158.998903808397,308.429348905149,296.662668750742,1.15162213642485,2.31581929370655,unknown
SFXN5,21.2795314352414,19.4217104716732,29.1623121259032,49.9020652775133,21.0204552697655,1.22963314130338,1.513040290376,unknown
HSPD1,3694.31460592746,4130.74152494199,5576.72329506839,7660.58301680977,4608.17473600983,1.05214746344957,3.72589785015334,unknown
CCDC150,93.4499929715795,86.8204834500276,102.467200548727,193.906291243059,171.842240436885,1.05309315152098,2.12908558646941,unknown
LRIG1,25.6535113708474,30.9044911507671,34.1321420027587,57.8393037990236,21.0204552697655,1.17289387609505,1.58568493757817,unknown
NFKBIZ,27.8404993409798,47.8790003032657,28.5410831416416,75.9815658136995,270.658398178229,1.44846435582028,1.66269262979324,unknown
MYH15,15.812043641239,9.43660873823229,21.7075586328365,52.1698476121812,31.4210316057832,1.72219237715422,1.45820378623896,unknown
SPATA5,46.9766177695309,48.8775002919326,50.2840750199594,100.927178950357,57.4242399629891,1.10329998317626,1.83794493973544,unknown
BDP1,876.389294070539,785.270569128722,915.653919443741,1788.15799179697,2080.55716156628,1.02883044508986,3.09755147581276,unknown
FAM217A,7.61072908033152,12.4321565950035,11.1466058826923,27.2242511751919,52.223513694957,1.83878579657574,1.15819110278984,unknown
FAM193B,69.3931909760273,53.869999703164,51.526530895224,163.291216968722,405.880640990883,1.23458117977094,2.02713984214064,unknown
DOK3,9.25100918809188,9.43660873823229,22.3287886911407,21.5548039006238,36.6215539548407,1.2203267751268,1.14986659420967,unknown
ZNF92,58.4582786945365,61.3587475172286,98.1186076331528,180.299591516973,275.85925190694,1.62491687354309,2.01142038309641,unknown
C7orf43,13.6250412156227,20.9194669743555,26.677395765687,37.4292646353383,36.6215539548407,1.45790611016386,1.35377455969799,unknown
GIGYF1,267.315016544531,212.631375349109,241.000928643811,723.433702586587,1498.06094047917,1.43631992643692,2.64321104674864,unknown
ZC3HAV1L,39.3221741377143,30.4052404567963,51.526530895224,88.4543721097976,229.051577332926,1.16959036296597,1.77067841307441,unknown
NONO,1653.31437589332,1568.59304874376,2685.53085630897,3390.34693935831,3620.01148324445,1.0360718365179,3.37429979226467,unknown
ACRC,21.2795314352414,24.9134797981996,35.3745990219944,80.5171316607038,36.6215539548407,1.9198293949028,1.61692517799017,unknown
GNRH1,4.33009126235446,2.94602120826192,9.90412971842931,20.4209151656614,78.2273191638699,2.23757818513278,0.973286125459999,unknown
SLC25A37,133.36240773338,121.268707102451,109.300703552133,293.688757224196,775.141554357813,1.13893598235525,2.29646037458587,unknown
UGCG,123.520990835366,146.730435348563,140.362079225427,277.814273898717,707.530393927322,1.16936449538267,2.26774766122742,unknown
NR6A1,40.9624123468631,40.3902488884429,35.9958274766535,147.416734201087,333.068654266788,1.84752771737798,1.89046615544505,unknown
HERC4,514.99064458975,557.612792237742,437.308799180245,1189.46318358734,1560.47124934931,1.20769248858171,2.89357517194381,unknown
ENSG00000148824_protein_coding,19.6392870380063,18.9224580371076,27.9198540899019,41.9648279715535,36.6215539548407,1.09543811004363,1.45800558237013,unknown
SERPINH1,767.586977694697,837.192518151048,758.483380292614,1591.99473074555,369.474645527415,1.05243341962283,3.04353461208413,yes
TAGLN,28.3872461759222,34.3992450696168,37.8595126419989,64.6426517343603,36.6215539548407,1.18724347956826,1.63182121376171,unknown
ORAOV1,54.0843130958078,49.3767502717746,63.9510874841956,112.266094580505,156.239708507467,1.05364017317749,1.89165996665195,unknown
BAG3,519.911352391325,535.645813710834,644.177533485255,2112.45101299105,1841.31764105031,2.02258032390903,3.02035797353136,yes
AP1S3,61.1920069683115,68.3482444631837,74.5119584873876,146.282842581383,119.833846650613,1.25734544423933,1.97594404418378,unknown
HSPB8,34.9482045537805,41.8879994177275,42.8293385419468,82.7849146202967,41.8221574982693,1.24414955855587,1.73068803710557,unknown
UHMK1,919.035428103031,955.514651905283,1325.66402102331,1894.74380994774,3089.52384353367,1.04381041098627,3.12044137517089,unknown
GPR125,250.912656780203,301.99704055225,320.518041359877,507.994283551395,213.449024831696,1.01762701606428,2.55269069708838,unknown
HNRNPU,8527.54311595584,8648.94957300959,13180.5469835691,20916.9106810248,17875.5666698226,1.29446773940668,4.12566073290381,unknown
DGKE,110.399101257856,97.3047259957019,134.771031753034,314.098807248873,509.897786030518,1.5084900371405,2.27001591255261,unknown
UBASH3B,85.2488110075628,114.279212815982,140.983306719228,222.253582522745,145.838025960667,1.38245505649527,2.13876855029392,unknown
TTN,24.5600169506979,25.9119822252488,32.8896848234494,64.6426517343603,125.034678655622,1.39617482430518,1.60037391286159,unknown
MCU,138.283116109115,149.725932715108,140.983306719228,285.751515558205,234.252428910678,1.04713613101282,2.29837884997907,unknown
TTC18,3.78329853829677,6.44102103341228,8.04040443632226,32.8937022186176,47.0228160862987,3.12009486568663,1.04749168456134,unknown
HIAT1,437.899555572878,499.200599303095,657.223309488585,1025.0488897357,556.705506160913,1.22702083004905,2.82605954199868,unknown
EYA3,118.600282301009,159.211674297237,137.255941747195,248.333090659353,93.8297313926769,1.06616907114042,2.23456015819999,unknown
ABHD3,104.93164710452,84.324235120492,150.922946543962,231.324715773131,145.838025960667,1.14046956172275,2.19256426361545,yes
ZSCAN12,142.110333705309,134.748445741748,196.893779403188,344.713882345031,530.701216914436,1.27838793469308,2.34504221648346,unknown
FAM160B2,36.5884433431094,37.8939976621954,34.1321420027587,96.3916127767805,161.440551506487,1.39751958273185,1.77369158976735,unknown
GCFC1,622.152725448618,640.488211118854,1010.70171577252,1451.39216214451,2423.81386663262,1.22209670395797,2.97784089071385,unknown
C1orf51,3.78329853829677,1.44813192260153,1.82765314790165,28.3581411530984,31.4210316057832,2.90604644013033,1.0152741862528,unknown
STARD9,73.2204098452455,62.8564969335785,82.5879178505339,168.960675135985,208.248174834382,1.20636975042129,2.04620889584934,unknown
CCDC17,1.59605090951829,0.451879948421009,0.585903695934914,21.5548039006238,31.4210316057832,3.75543086204775,0.768295408062893,unknown
ATAD3B,81.4215925961515,78.3332389265862,144.710671669787,241.52974069885,327.867798796871,1.56871750005932,2.14685510399256,unknown
RALGDS,76.5008830258892,60.3602478820799,70.7845924117997,163.291216968722,296.662668750742,1.09389888838926,2.04831463692295,unknown
DIP2A,95.0902293158135,90.8144806878736,81.3454626001627,213.182449290395,296.662668750742,1.16471965554993,2.15344367115682,unknown
DEDD2,38.7754280258571,29.9059897244077,24.8137076472635,85.0526976014014,151.03886661954,1.13321428765729,1.75912234655856,unknown
IL6R,23.4665221884298,21.9179707291469,28.5410831416416,77.1154572657695,177.043086197059,1.71641602166442,1.6287950843543,yes
PAQR6,10.3445222155757,8.9373478248638,17.9801746275219,21.5548039006238,36.6215539548407,1.05914242464843,1.17412725637247,unknown
LY6K,563.104231950823,675.435676871954,836.758036177733,1466.13275401331,1196.41111740281,1.38054184271683,2.95838104371142,unknown
MPP3,68.8464454078199,80.3302376922799,117.997888972606,162.157325337335,348.671221351098,1.23594012394938,2.0239090473077,unknown
EIF4A1,34.4014582313069,46.3812502432178,51.526530895224,79.3832401895462,182.243932722599,1.20636472997676,1.71815283683472,unknown
WDR90,126.801463158367,94.3092281901882,137.877169244099,375.328957496746,463.090068546257,1.56558420898734,2.33876816870745,unknown
MSLNL,3.23649616092279,3.94462178843697,10.5253683784863,22.6886929221856,10.6218116876805,2.80946880118712,0.932942286721183,unknown
SLC25A45,13.6250412156227,19.9209627663715,22.3287886911407,37.4292646353383,41.8221574982693,1.45790611016386,1.35377455969799,unknown
TPCN2,13.0782895766548,12.4321565950035,20.4650980548929,28.3581411530984,41.8221574982693,1.11658909591297,1.28461435453811,unknown
PPAP2B,49.7103469523028,57.8639987021258,103.70965565313,104.328853612197,130.235512818164,1.06952013296443,1.85742561479303,unknown
AK4,204.43930362101,243.085596720479,211.803238395666,433.157432893289,374.675501793373,1.08321889162765,2.47360508207888,unknown
MYSM1,795.470988434019,661.456690573123,1140.53824795182,1618.07423943908,2631.84823402878,1.02439658189026,3.0548113944505,unknown
DNAJB4,1019.08981944637,1084.32102527284,1510.16856660286,2268.92806518623,3630.41320168121,1.15472965825797,3.1820165950842,unknown
ZNF326,884.590473693097,947.526659755836,1228.75254251276,1962.77731089721,1643.68499476088,1.14981488870174,3.11980664354696,unknown
FLVCR1,183.662980689137,217.124621149479,255.910387384305,417.282949439268,473.491783273982,1.18396510741027,2.44222613383182,unknown
PKDCC,43.1493963600658,31.9029924304616,109.300703552133,170.094566771407,291.461814271024,1.97892477656887,1.93283258297137,unknown
NUP35,44.2428882652367,55.3677493766165,99.9822903211639,90.7221551377585,41.8221574982693,1.03600934173473,1.80177841466946,unknown
PDLIM5,465.783566524279,488.217110020154,812.530166504571,1034.12002318823,1035.18449103202,1.15067199372464,2.84137755461163,unknown
NBPF10,129.535190075595,125.761953361026,130.422439236615,292.554865557248,515.098643705278,1.17536313242676,2.28929754604403,unknown
IGFN1,20.7327834457324,27.9089863708005,29.1623121259032,55.5715212703162,78.2273191638699,1.42243191850443,1.53075494862909,unknown
FSTL1,65.0192263086521,69.3467439645921,87.557738739624,132.676143228778,5.4256168370022,1.02897068605154,1.96791731791686,unknown
CCNL1,907.553776633887,1125.75873452026,1244.28322817287,1850.52203433146,2907.49377140216,1.02787727713029,3.11258331450636,unknown
PLXNB1,34.4014582313069,36.3962466895988,39.1019692688382,87.3204806023531,140.637186666119,1.34385035066999,1.73884648473529,unknown
SPRY1,27.8404993409798,37.8939976621954,27.9198540899019,104.328853612197,140.637186666119,1.90588121826444,1.73154072785234,unknown
HSPA4L,278.796668339862,293.010549169085,319.896813921109,816.412820390843,551.504648258882,1.55008551675189,2.678598697769,yes
MST1R,25.1067642008409,19.4217104716732,26.0561664830044,79.3832401895462,125.034678655622,1.66075834630264,1.64975978265856,unknown
ITGA2,182.02274465577,206.640380933254,229.818834543605,505.726500196336,374.675501793373,1.47423864435434,2.48202068501051,unknown
STARD4,71.0334276567506,79.8309880042602,141.604534212434,144.015059344947,281.060105839215,1.01964967095506,2.00493533969631,unknown
CMYA5,2.14286034036,0.451879948421009,3.07028853412098,22.6886929221856,192.645627823245,3.40436376746843,0.843401672161088,unknown
TERT,25.1067642008409,22.4172224547063,26.677395765687,68.0443258627655,62.624987895832,1.4383987582926,1.6162913297513,unknown
LEAP2,8.15749085231033,2.94602120826192,3.69158373671004,27.2242511751919,73.0265305585394,1.73869499739287,1.17325626921185,unknown
MB21D1,225.215626316811,232.601356616904,298.153853529521,572.626109206054,416.282354598478,1.34628652175956,2.5552348331317,unknown
MICALL2,20.7327834457324,29.4067389517059,29.7835410467979,104.328853612197,156.239708507467,2.33115248943999,1.66753102339334,unknown
REEP3,174.368309805209,189.66589664592,227.333924737687,417.282949439268,291.461814271024,1.25888810755458,2.43094909862754,unknown
NDUFB8,9.7977662665417,5.94174916275404,11.1466058826923,21.5548039006238,161.440551506487,1.13748465684016,1.16233557546398,unknown
STXBP4,32.761219065524,48.3782503025275,36.6170558971075,71.4460000780877,52.223513694957,1.12486420237902,1.68466898674168,unknown
MSS51,11.9847846956061,11.9329002405815,11.7678423995453,65.7765431000129,62.624987895832,2.45636919755,1.4483506408652,unknown
PRTG,213.187228991413,177.184658075997,290.077896793653,579.429459278445,717.932110796426,1.4425120199375,2.54588087822004,unknown
ZBTB39,101.65117455677,92.3122296261271,117.37666144972,204.111316078479,286.260959963998,1.00572928334073,2.15848974208104,unknown
ENGASE,89.0760293111756,70.3452434523907,75.7544138129429,274.412598903924,463.090068546257,1.62323756590954,2.19408244822207,unknown
CORO6,10.8912771887783,14.9284319514869,11.7678423995453,22.6886929221856,47.0228160862987,1.05880035419684,1.19644414422446,unknown
TUBA1C,279.343413662717,277.533813973104,402.520062918711,595.303942782889,255.055838337471,1.09158664463115,2.61043859750546,unknown
SERTAD3,9.7977662665417,10.9343858253106,16.1164794150601,31.759811803388,78.2273191638699,1.69667758312855,1.24650249755194,unknown
AXL,311.054642290297,330.953512699034,329.215225497384,624.785126441489,1222.41541223492,1.00619207155793,2.64428368476173,unknown
NFKBID,5.42365491344676,6.94029022971442,13.6315472847274,23.8225821905333,36.6215539548407,2.13499250577472,1.0556404416084,unknown
WDR81,68.2996998354718,68.3482444631837,90.6638767132947,168.960675135985,67.8257526020168,1.3067363613018,2.03110221563026,unknown
ANGPTL4,35.4949508456794,30.4052404567963,48.4203911100076,104.328853612197,83.4281164553273,1.55545248959733,1.78428550718794,unknown
C11orf84,53.5375673603585,38.892498208194,63.3298597291591,185.969049727874,197.846476291194,1.79643904548234,1.99904965286543,unknown
HOOK3,75.4073919785066,71.3437429271439,55.8751261046737,162.157325337335,99.0305469261599,1.10461633899649,2.04367524651517,unknown
HIST1H2AE,19.0925385963871,27.4097354151899,17.9801746275219,49.9020652775133,177.043086197059,1.38609058486882,1.48949109859695,unknown
MFSD2A,22.3730270358397,25.9119822252488,22.9500186117283,53.3037388120556,36.6215539548407,1.25247626553723,1.53824120983344,unknown
STIP1,938.718259191164,995.454612647516,1386.54430879625,2764.43873050044,2418.61300745345,1.55822247011775,3.20707111720586,yes
SLC16A4,11.4380313133784,9.43660873823229,14.2527810088151,32.8937022186176,73.0265305585394,1.52397263380129,1.28773201883316,unknown
SEMA4C,34.9482045537805,27.4097354151899,32.8896848234494,80.5171316607038,88.6289209244139,1.20407743887916,1.72465658209931,unknown
ZBTB49,15.2652935711837,11.9329002405815,27.9198540899019,32.8937022186176,26.2206361717976,1.1075560593728,1.35040895863047,unknown
HNRNPH1,4403.44326859065,5208.1219634122,6440.85064400918,9378.42891631359,7983.53238191491,1.09071418211968,3.8079612482741,unknown
ZBTB43,72.6736643034926,59.8609980568722,94.3912422087591,167.826783501201,790.744130079915,1.20746841818158,2.0431191647996,unknown
NPIPL3,51.8973301006255,61.8579973274125,69.5421370173819,158.75565044757,255.055838337471,1.61307571633766,1.95793710374593,unknown
KIAA1024,24.5600169506979,20.4202149309715,25.4349371123292,63.5087603799319,52.223513694957,1.37064405412587,1.59653114904341,unknown
ZEB2,72.1269187582128,80.3302376922799,62.0874041995365,145.148950962662,327.867798796871,1.00892444647606,2.00995564052158,unknown
DFFB,20.1860353170197,27.4097354151899,21.08632842511,41.9648279715535,52.223513694957,1.0558230839353,1.46396823793894,unknown
TM4SF1,5032.74711646584,6798.73089613617,15091.4425444668,16315.5782319956,25692.4581211683,1.69683210536169,3.95720378934368,unknown
OTUD3,184.209726033144,181.178654431337,253.425477598526,749.513211234241,1498.06094047917,2.02460467208949,2.57004592447828,unknown
PRDM10,37.1351895511261,45.3827501479428,69.5421370173819,100.927178950357,182.243932722599,1.44245588650975,1.78689688968049,unknown
FOS,166.167129551277,363.903980872581,291.320351676829,568.090542491456,2704.66026271198,1.77348586259068,2.48748133848802,unknown
NFXL1,163.980148139199,125.761953361026,180.741865349997,342.446099002487,395.478927639956,1.06235575679877,2.37469174884825,unknown
NPAS2,102.197919984529,116.77546079145,127.93752921091,286.88540722439,244.654133040483,1.48910875186523,2.23357525733152,unknown
HSPA4,2596.45003016026,2800.74083525005,3009.81157251464,6051.59071887356,4446.94809988888,1.22077395813372,3.5981247584822,yes
ZNF160,55.724550252383,54.8684994923277,95.0124697842027,239.261957380405,478.692640699186,2.10220605400172,2.06246011167687,unknown
ZNF692,128.988444693446,132.75144744929,118.619116494479,271.010923910478,593.111512135867,1.07110917593373,2.27176880147917,unknown
ZNF562,125.707972386822,133.250697023132,156.513993888896,251.734765642368,671.124385282943,1.00182832435005,2.25015300953882,unknown
ARNT2,2.68968268844797,8.9373478248638,13.0103129968973,38.5631553956632,57.4242399629891,3.84171521562339,1.00793680509118,unknown
PDE3A,666.985840835682,597.552753163194,657.844536917248,1444.58881205128,608.714086445892,1.11493086177692,2.9919304308011,unknown
ANKRD13D,38.2286818914555,52.8714998852775,66.4359984433947,103.194962055433,197.846476291194,1.43264517793959,1.79802390984142,unknown
HSPA6,0.504048721967425,1,4.31286527007277,27.2242511751919,41.8221574982693,5.75518536364454,0.568714230443272,yes
AHSA2,372.836863167948,401.347694578296,416.187066458643,815.278928710042,1149.60338686652,1.12874921897764,2.74141253166462,unknown
TRIB1,56.2712959554448,85.8219841236688,103.70965565313,212.048557637734,317.466088227358,1.91392357483925,2.03836112000085,unknown
TNFRSF10D,4.33009126235446,12.4321565950035,9.28288969388255,34.027592716847,52.223513694957,2.97423575432954,1.08416413789057,unknown
MOB1B,130.628680838006,126.760452523036,135.392259252574,273.27870723929,431.884925450657,1.06490136549516,2.27632216783985,unknown
PSMD1,448.83446183304,451.771895544435,705.679048907675,970.622089024558,322.666943448411,1.11272624138226,2.81956818278048,unknown
STAT5B,164.52689349268,158.712424743038,152.16540151276,360.588365750989,400.67978428209,1.13202942397955,2.38662430396706,unknown
PLK3,45.3363801091917,52.3722499650584,99.9822903211639,117.935552481582,57.4242399629891,1.37925758563977,1.864045793372,unknown
GOLIM4,1167.80454311271,1122.76323746642,1698.40047669428,2339.22934950752,863.5561510841,1.00223448874211,3.21822148235554,unknown
CEP135,122.974245445705,114.778462412579,176.39327307406,327.705507283756,244.654133040483,1.41404371552741,2.30264895324091,unknown
ZNF654,33.8547118768141,41.3887492570834,34.1321420027587,71.4460000780877,145.838025960667,1.07749660281111,1.69179852088795,unknown
GOLGA8A,283.170630920937,327.458766066998,333.56381756262,775.592719885801,2028.54857004984,1.4536276177521,2.67084096617881,unknown
ZNF519,13.6250412156227,9.93586862575569,19.2226367666392,39.6970462079059,57.4242399629891,1.54277106875506,1.36654800875635,unknown
CLCF1,10.3445222155757,6.94029022971442,31.6472274656734,23.8225821905333,52.223513694957,1.2034627863731,1.19584963530457,unknown
FOSL1,237.790768912446,295.50679677697,541.053780201549,655.400201788376,743.936403168426,1.46268340661961,2.59635078098322,unknown
ZNF169,12.5315374248102,8.43808572875656,10.5253683784863,26.0903613420454,26.2206361717976,1.05795350332751,1.25724222470331,unknown
BNIP3,136.642879988779,156.216176967639,172.044680783154,310.69713224233,764.739837255651,1.18509863761422,2.31396212583186,unknown
CLK2,145.937551278,156.216176967639,244.72829333495,655.400201788376,494.295213204706,2.16702496532459,2.49033681280175,unknown
C8orf59,36.5884433431094,43.8849999147768,52.768986722931,73.7137829306946,57.4242399629891,1.01054636078336,1.71544631610473,unknown
ZBTB34,132.815662355492,130.255199572567,127.93752921091,318.634373925657,645.120093815313,1.26247662433848,2.31327095882802,unknown
NAP1L4P1,8.70425079324966,5.44247407105259,20.4650980548929,21.5548039006238,78.2273191638699,1.30821740706756,1.13663773593365,unknown
JUN,212.093738322207,250.574339629407,360.897824782092,619.115668044897,30045.5773129429,1.545506941646,2.55914982093066,unknown
ALS2CL,14.1717923969931,21.4187189046172,14.2527810088151,44.2326098972925,36.6215539548407,1.64208813276683,1.39858367345834,unknown
PARD6G,25.1067642008409,22.4172224547063,13.6315472847274,52.1698476121812,52.223513694957,1.05514011547802,1.55860515595897,unknown
ZNF354B,17.4522921509648,22.4172224547063,21.7075586328365,45.3665009134507,109.432190330864,1.37821086020756,1.44929387909133,unknown
CLK3,185.303216720498,179.680905799593,126.695074193324,413.881274414462,723.132969248546,1.159329051303,2.44237936804402,unknown
ARID3B,42.60265038308,28.9074881366686,20.4650980548929,86.1865890994936,197.846476291194,1.01652021320975,1.78243815582635,unknown
AKAP5,10.3445222155757,15.4276860103841,17.3589431845097,23.8225821905333,31.4210316057832,1.2034627863731,1.19584963530457,unknown
ENSG00000180015_pseudogene,20.1860353170197,27.9089863708005,20.4650980548929,40.8309370678051,21.0204552697655,1.01630509493935,1.45802018791089,unknown
TMEM86B,5.97042870004762,7.43955718843485,8.6616480435825,35.1614832901867,10.6218116876805,2.55808950053083,1.16103635191169,unknown
HIST1H2BC,9.25100918809188,10.9343858253106,11.7678423995453,20.4209151656614,52.223513694957,1.14236485998188,1.13813215672066,unknown
ZNF594,28.3872461759222,15.4276860103841,31.0259987133276,61.2409777072178,171.842240436885,1.10925441437359,1.62008268978301,unknown
C7orf53,7.61072908033152,7.93882226027273,3.69158373671004,32.8937022186176,67.8257526020168,2.11170482363025,1.19926950955526,unknown
MAPK15,8.70425079324966,9.43660873823229,11.1466058826923,23.8225821905333,36.6215539548407,1.45253776879222,1.15836011486575,unknown
HSP90AA6P,22.3730270358397,24.9134797981996,43.4505666767492,85.0526976014014,26.2206361717976,1.92659653031511,1.63970642002498,unknown
TMEM45A,92.9032475201977,86.8204834500276,111.785613695352,232.458607430593,182.243932722599,1.32317291330691,2.16718826360788,unknown
CHST15,22.9197746642828,25.4127310440402,19.8438675075502,55.5715212703162,31.4210316057832,1.27775287429246,1.55253131465499,unknown
ZNF708,7.61072908033152,9.43660873823229,17.3589431845097,21.5548039006238,21.0204552697655,1.50190286692266,1.10748516936348,unknown
FBXL6,36.5884433431094,37.8939976621954,38.4807409694746,75.9815658136995,78.2273191638699,1.0542614056348,1.72202608598577,unknown
ZNF721,109.852355847362,85.8219841236688,119.861571535247,231.324715773131,468.290925889219,1.07435360871358,2.20251570613928,unknown
EWSR1,1857.79712068878,2020.41385385696,3145.86037873344,4436.92896255382,5658.74830128719,1.25596849315992,3.45804038047589,unknown
HSP90AB3P,7.063965120222,11.4336433398254,18.6014058136221,20.4209151656614,1,1.53149739769501,1.07956187365041,unknown
PI4KAP2,6.51719851972663,8.43808572875656,11.1466058826923,21.5548039006238,47.0228160862987,1.72568559082921,1.07380251315984,unknown
HIST2H4A,3.23649616092279,0.949108282306687,6.79790951959197,22.6886929221856,62.624987895832,2.80946880118712,0.932942286721183,unknown
ACTG1,3446.09223672011,3753.3088968057,7695.1088161746,9758.28263006664,4368.93521145989,1.50166595210715,3.76335014494495,unknown
SEPT5,8.15749085231033,7.93882226027273,8.6616480435825,28.3581411530984,10.6218116876805,1.79756559889108,1.18211717766872,unknown
HIST1H2AH,1,0.451879948421009,1.20638564788369,26.0903613420454,140.637186666119,4.70544501998435,0.708240046981496,unknown
SEMA4B,53.5375673603585,40.8894990808436,22.3287886911407,145.148950962662,109.432190330864,1.43891065277669,1.94523626761246,unknown
ZBTB37,6.51719851972663,7.43955718843485,14.2527810088151,26.0903613420454,31.4210316057832,2.00119307857262,1.11527052208024,unknown
PRAME,151.951750277563,174.688410347184,165.211178578657,316.36659058707,405.880640990883,1.0579839613965,2.34094816058259,unknown
ADAMTSL5,10.8912771887783,11.4336433398254,6.79790951959197,24.9564716728937,41.8221574982693,1.19624083680557,1.21713099816634,unknown
ENSG00000185864_protein_coding,51.3505843286539,52.3722499650584,60.8449486425335,150.818409065876,255.055838337471,1.5543599378786,1.94449987256583,unknown
ZNF267,9.7977662665417,12.9314124610724,26.0561664830044,51.0359564335241,62.624987895832,2.38098924873836,1.34950166641761,unknown
CCDC84,92.9032475201977,103.295721476052,127.316301702521,361.72225742336,733.53468618668,1.96108143899368,2.26320306396863,unknown
FSD2,29.4807396805295,26.9104844076567,33.5109134342004,58.9731950872806,182.243932722599,1.00028663699213,1.62009651689971,unknown
